Term	es	nes	pval	sidak	fdr	geneset_size	leading_edge
GOMF_PROFILIN_BINDING	-0.40412580257345593	-0.6382474727800851	0.5233125989364451	1.0	0.8799464725560493	10	EVL,PCLO,HTT
HP_HYPERHOMOCYSTINEMIA	0.35322028843601705	0.6381431278194887	0.5233805144418857	1.0	0.8799464725560493	11	SLC19A1,MMACHC,PRDX1,CBS
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	0.21943020385355708	0.6381104978726295	0.5234017533803015	1.0	0.8799464725560493	65	WDR5,PTPN2,SLC45A3,HIF1A,PPARA,NTSR1,RGN,APP,MYC,SRC,P2RY6,DGAT2
GOBP_RESPONSE_TO_PROSTAGLANDIN_E	0.2799895029746047	0.6380556683424601	0.5234374430954907	1.0	0.8799464725560493	23	SFRP1
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DEVELOPMENT	0.3531891269870151	0.6379886349632198	0.5234810782537365	1.0	0.8799464725560493	11	ADM
HP_COLITIS	0.2265052730274246	0.6379747298784846	0.5234901299567225	1.0	0.8799464725560493	55	FASLG,NOD2,SEMA4D,PSTPIP1,FERMT1,IL6,FOXP3,ZAP70,PLCG2,FAS,IL10RA,PIK3CD,TNFAIP3,IVNS1ABP,IL10RB,STAT1,FCN3,RASGRP1,NCF4,FCHO1,MAP3K7,PRF1,UNC13D
GOBP_RESPONSE_TO_COCAINE	0.2409418170421206	0.6379433886964607	0.5235105322175391	1.0	0.8799464725560493	42	OPRK1,EN1,DNMT3A,CCNA2
GOBP_SUCKLING_BEHAVIOR	0.3531608333134096	0.6378483750877821	0.5235723859967389	1.0	0.8799464725560493	11	POU4F1,GLS
GOBP_CHEMOSENSORY_BEHAVIOR	-0.36174150195658095	-0.6378049106695931	0.5236006825460535	1.0	0.8799464725560493	13	TPBG,WFS1
HP_PUNCTATE_OPACIFICATION_OF_THE_CORNEA	-0.47036439405662406	-0.637741226579938	0.5236421440825132	1.0	0.8799464725560493	5	UBIAD1,CYP4V2,KRT12
GOCC_RUFFLE	0.15737304626039378	0.6371654050111601	0.5240171092408397	1.0	0.8803997526400927	166	FSCN1,S100A6,MYO10,CAPG,ADAM17,SRC,FERMT1,PDE9A,PLEKHO1,S100A11,ITGB1BP1,ARHGEF4,PLCG2,NME1,PDXP,CDK6,MEFV,ITGB1,FGD2,KIF18A,PLEK,EGFR,FGD1,AIF1L,ARHGEF2,PLCG1,RPS3,TRPV4,EPHA2,KANK1,CFL1,S100B,CORO1C,NF2
HP_ENURESIS_NOCTURNA	-0.4442149887827264	-0.6371290716716702	0.5240407735059416	1.0	0.8803997526400927	7	SLC5A2,AVPR2,BNC2
HP_POSTERIOR_HELIX_PIT	-0.44419945028213514	-0.6370508586204959	0.5240917163023306	1.0	0.8803997526400927	7	IGF2,GPC3,GPC4,EP300
HP_BASAL_CELL_CARCINOMA	0.23527772910243236	0.6367486680527161	0.5242885670525153	1.0	0.8805882092599763	47	WNT10A,SMO,MSH6,OCA2,EPCAM,MSH2,PTCH1,RECQL4
GOCC_PERINUCLEAR_ENDOPLASMIC_RETICULUM	0.2885884974575853	0.6366945621815931	0.524323816298665	1.0	0.8805882092599763	20	OSBPL3,CYBA,CREB3L2,DGAT2,FYN
HP_PRIMARY_PERITONEAL_CARCINOMA	0.33910914406238013	0.6361218638044344	0.5246969960154975	1.0	0.8809984026760234	12	CHEK2
GOMF_IMPORTIN_ALPHA_FAMILY_PROTEIN_BINDING	0.40097117354109535	0.6360957298550494	0.5247140285729781	1.0	0.8809984026760234	8	TPX2
HP_OSTEOMALACIA	0.27638848479476436	0.6360435912703473	0.5247480102546369	1.0	0.8809984026760234	24	PSAT1,PHGDH
HP_ABNORMALITY_OF_THE_ADRENAL_GLANDS	-0.21883244976646815	-0.6357859211871544	0.5249159650514192	1.0	0.8810820161943053	184	MRAP,TBCK,EPAS1,CACNA1D,PEX10,GLI3,USP8,WNK4,AAAS,TXNRD2,CCDC22,CDON,HBB,BCOR,ARMC5,PEX19,SEMA3E,SCN4A,CDKN1B,WNT4,CYP21A2,CYP17A1,SLC26A3,NDN,ZFPM2,CUL3,ABCC6,PEX1,SGPL1,NF1,MAGEL2,PRKAR1A,PDE11A,CLCNKA,MDM2,RET,SMARCE1,SCNN1A,IARS2,TCTN3,MAP3K1,APC,BMP4,PDE8B,KLHL3,TNXB,IGF2,PEX12,HSD17B4,MTHFR,TMEM127,INSR,MAX,ENPP1
GOBP_AMINO_ACID_IMPORT	-0.27155301642305624	-0.6356094830736669	0.5250309870089773	1.0	0.8810820161943053	51	SLC1A4,SLC1A1,PSEN1,PER2,SLC9A3R1,SLC7A8,SLC1A2,SLC22A4,SLC7A2,ATP1A2,SFXN2
GOBP_NEGATIVE_REGULATION_OF_MAST_CELL_DEGRANULATION	0.4145425450324887	0.6355618637583831	0.5250620327779894	1.0	0.8810820161943053	7	CD300A,CD84,LGALS9
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_METABOLIC_PROCESS	0.26166716277874885	0.6354941241062013	0.5251061977702276	1.0	0.8810820161943053	28	UCK2,CMPK1,UPP1,CAD
GOBP_REGULATION_OF_ENAMEL_MINERALIZATION	0.4313893328341942	0.6354681227518206	0.5251231506742262	1.0	0.8810820161943053	6	MMP20,AMTN
HP_VARICOSE_VEINS	-0.30347481548193944	-0.6352183851222764	0.5252859940746786	1.0	0.8810820161943053	27	KIF5A,COL3A1,VEGFC,SLC29A3,SMAD3,FIBP,RREB1,AEBP1,SEC24C,RASA1,G6PC3
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY	0.2367954810809836	0.635208049928095	0.5252927337766975	1.0	0.8810820161943053	45	FSCN1,LAMA1,PARD3,SH3BP1,CLIC4,FAT1,WNT11,SCRIB,LHX2,PTK7,RAP2A,LRRC7,MSN
GOBP_NEGATIVE_REGULATION_OF_RUFFLE_ASSEMBLY	-0.4438237428684145	-0.6351602455475769	0.5253239081526719	1.0	0.8810820161943053	7	EVL
GOCC_EXTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	0.3683470983668512	0.6351390534637531	0.525337728318481	1.0	0.8810820161943053	10	PICALM,SCRIB,KPNA2,CNKSR2
GOBP_INTEGRATED_STRESS_RESPONSE_SIGNALING	0.2826418240560751	0.6350045554576642	0.5254254439325257	1.0	0.8811285105089066	22	NCK2,PTPN2,NCK1
HP_DIGENIC_INHERITANCE	0.38467225361083557	0.6348005955766984	0.5255584748174433	1.0	0.8811610066658041	9	GJB3
GOBP_DRINKING_BEHAVIOR	0.338830856123298	0.6346928869877946	0.5256287336663725	1.0	0.8811610066658041	12	TACR1,EN1,ACE2
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	0.3024988484617685	0.6346750972958874	0.5256403384331827	1.0	0.8811610066658041	16	TLR9,TLR6,BPI,ANXA1
GOBP_CELL_MATURATION	-0.22501584754010986	-0.6345906637527525	0.525695418834164	1.0	0.8811610066658041	158	NTN4,PLA2G10,ZBTB7A,SPTBN4,PCSK4,SLC26A3,FARP2,PGR,TUSC2,TRIM58,RET,GATA3,ROPN1L,ANG,FOXA1,GATA2,BCL2,ABHD2,RND1
HP_HEINZ_BODIES	-0.4580064695499525	-0.6344329371948056	0.5257983199948058	1.0	0.8811610066658041	6	HBA1,HBA2,HBB
GOBP_MATING	0.24864654950790316	0.634423008864017	0.5258047976046236	1.0	0.8811610066658041	35	HDAC2,OR2H2,APP,MTNR1A,DMRTA1,PI3,VGF,ADA
HP_ALOPECIA_OF_SCALP	0.26147141018580633	0.6341795669527341	0.5259636408663393	1.0	0.881326639293089	28	CLDN1,ITGB4,SLC39A4,GTF2E2,LAMC2,EBP,KLHL24,TTC7A
HP_VIRAL_HEPATITIS	0.31568364451008746	0.6337446974058745	0.5262474496583833	1.0	0.8816683546033329	14	MET,AXIN1,TP53,RFXAP,BTK,IGF2R,PIK3CA,RFXANK
HP_MACULAR_THICKENING	-0.28961564712611937	-0.6336831357789592	0.5262876329275836	1.0	0.8816683546033329	33	POMGNT1,APC,REEP6,FZD4,ARL3,NR2E3,CYP4V2,NRL
GOBP_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY_IN_LATERAL_MESODERM	0.43088884646767045	0.6333508774408791	0.5265045357735509	1.0	0.8819311264719597	6	
GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING	0.29760038432381086	0.6331832259286054	0.5266139983321934	1.0	0.8820138890985202	17	RNPS1,PCBP4,HNRNPA2B1,PTBP2,CELF4,PTBP1,RBM42,C1QBP
HP_PRIMARY_AMENORRHEA	-0.2431021153809828	-0.632803967003035	0.5268616658889442	1.0	0.882323936563862	97	FLRT3,GDF9,LEP,CPE,AR,CDON,SEMA3E,ITGA8,GNRHR,WNT4,CYP17A1,NDN,ZFPM2,ESR1,SPRY4,PEX1,MAGEL2,BMPR1B,SRA1,GATA3,DHH,MAP3K1,TP63,KISS1R,HSD17B4,CYB5A
HP_RIEGER_ANOMALY	-0.4031651075628825	-0.6326666677377224	0.5269513411215923	1.0	0.882323936563862	10	PIK3R1,IGF1R,LETM1,CPLX1
GOBP_SLEEP	0.28522562897075077	0.6326193791721009	0.5269822288378996	1.0	0.882323936563862	21	CSF2,HTR2A,PTGDR,KCNA2,IL18,SRD5A1,ADORA1,GHRL,DRD2
GOBP_PLASMA_MEMBRANE_ORGANIZATION	-0.22620800623103354	-0.6325318311012786	0.5270394155017881	1.0	0.882323936563862	126	EHD2,BAIAP2,FER1L5,ANXA6,PLSCR4,NSF,MYOF,CHMP4A,AR,SNX33,TIE1,CHMP4B,SERPINA5,WASL,RAB3A,SYT7,EPB41L3,UGCG,SLC4A1,ATP8B1,EMP2,CHMP5,ARL8B,PRX,SLC9A3R1,CLN3,CHMP2A,WHAMM,PRKCD,FLOT1,SNX9,ARV1,SMPD1,SYTL4,TMEM41B
GOBP_DETECTION_OF_VIRUS	-0.45755278892217555	-0.6322600784856363	0.5272169453004882	1.0	0.8824377068802797	6	TLR3,ZCCHC3,SERINC3,SERINC5
GOBP_DORSAL_AORTA_DEVELOPMENT	0.3677401288154675	0.6322438624123539	0.5272275398566388	1.0	0.8824377068802797	10	ACVRL1,HEY2,BMPR1A,ENG,NGFR,DLL4,NKX3-1,SRF,RBPJ
GOCC_PIGMENT_GRANULE	0.18906961012234094	0.6319963635166177	0.5273892534531015	1.0	0.8825170371699714	105	RAB35,CAPG,SLC1A5,PDIA3,MYO7A,SLC3A2,GPNMB,ANKRD27,CNP,HSP90AB1,TRPV2,PPIB,RAB32,PRDX1,PDIA4,ITGB1,CALU,CCT4,HSP90AA1,RAN,RAB9A,GGH,DCT,AHCY,RPN1,DTNBP1,ATP1B3,RAB27A,CTSB,PDIA6,YWHAZ,SDCBP,GANAB,YWHAE,ANXA2P2,SLC2A1,HSP90B1,RAB1A,ATP1A1,OCA2,TFRC,P4HB,SND1,HSPA5
GOBP_PROTEIN_OXIDATION	-0.3883594982597769	-0.6317788840109264	0.5275313735255645	1.0	0.8825170371699714	11	LOXL1,SUMF1,PRDX3
GOBP_RESPONSE_TO_MINERALOCORTICOID	0.26495429056050646	0.6315499423489408	0.5276810050698066	1.0	0.8825170371699714	27	AANAT,CYBA,RAN,FOSL1,SRC,SGK1
GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_REGENERATION	0.4450482086289337	0.6314421628548565	0.527751455013096	1.0	0.8825170371699714	5	
HP_POOR_APPETITE	0.24514762316892402	0.6313984596822051	0.5277800229083218	1.0	0.8825170371699714	38	TYMP,AMN,BCR,SLC39A4,BLM,CDKN2A,RHBDF2,SLC25A13,BRCA2,IL18BP
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC	0.2922764010226852	0.6313059183718837	0.5278405179252461	1.0	0.8825170371699714	18	EXOSC6,EXOSC2,DCPS,CNOT7,EXOSC5,EXOSC8,EXOSC4
HP_DYSGENESIS_OF_THE_HIPPOCAMPUS	-0.3607803307748181	-0.6312812405586845	0.5278566506119584	1.0	0.8825170371699714	13	SCN1B,PCDH19,KDM4B
HP_INCREASED_LEVEL_OF_L_FUCOSE_IN_URINE	-0.35263309802934056	-0.6312498391542771	0.5278771790916388	1.0	0.8825170371699714	14	KRT18,ERBB2,KRT8,APC
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	0.3518243043609087	0.631239239145776	0.5278841088754482	1.0	0.8825170371699714	11	KDM4D,PRKDC,WRAP53,RIF1,MAD2L2
GOBP_SERINE_TRANSPORT	-0.388257872228216	-0.6311576670339667	0.5279374384123057	1.0	0.8825170371699714	11	SLC38A2,SLC1A4,SFXN3,SERINC3,SFXN1,SFXN2,SERINC5
GOMF_SERINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	-0.388257872228216	-0.6311576670339667	0.5279374384123057	1.0	0.8825170371699714	11	SLC38A2,SLC1A4,SFXN3,SERINC3,SFXN1,SFXN2,SERINC5
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS_POLYSACCHARIDE_CHAIN_BIOSYNTHETIC_PROCESS	0.4134904968047745	0.6309763993805007	0.5280559559010163	1.0	0.8825170371699714	7	EXT1,HS2ST1,EXT2
GOCC_POST_MRNA_RELEASE_SPLICEOSOMAL_COMPLEX	-0.40286459450749385	-0.6309225116835471	0.5280911916877442	1.0	0.8825170371699714	10	TFIP11,MYEF2,SYF2,CRNKL1
HP_CERVICAL_SUBLUXATION	-0.41763674294656494	-0.630884307020577	0.5281161734654374	1.0	0.8825170371699714	9	IDUA,MADD,FLNB
GOBP_POSITIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	-0.35251384867907753	-0.6304105798991815	0.528425990528895	1.0	0.8828170876044942	14	IGF1R,SLCO1C1,WNT4,GATA3,HPN
GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS	-0.2711277735686441	-0.6303378461601623	0.5284735665171452	1.0	0.8828170876044942	51	JMJD8,PRKAA2,PSEN1,ENTPD5,CBFA2T3,SCARB2,ZBTB7A,MLXIPL,IGF1,PPP1R3D,SLC4A1,PRKAG1,PHKG2,GPD1,FBP1,INSR,NCOR1
GOBP_NEGATIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION	0.32367482609089304	0.6303340403795454	0.5284760559827544	1.0	0.8828170876044942	13	SLURP1,PTPRK
GOBP_POSITIVE_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	0.4447357611227567	0.6301529866973352	0.5285944950677139	1.0	0.8829145171226561	5	FOXC1
GOBP_PRIMITIVE_STREAK_FORMATION	0.4446523973094473	0.6298091786433941	0.5288194396522776	1.0	0.8831898010203549	5	SRF
HP_IMMUNOLOGIC_HYPERSENSITIVITY	0.16908424564020375	0.6295844799166055	0.5289664804539396	1.0	0.8832076659109784	144	HLA-DQA1,BCL11B,TNFSF15,SEMA4D,PSTPIP1,ADA,PTCH1,NFKB2,FOXP3,TNPO3,PLCG2,SOX6,FAS,CCDC28B,MEFV,TGM5,TALDO1,CTLA4,CSTA,TRAIP,SPIB,POU2AF1,IVNS1ABP,ASXL1,TBX21,SOCS1,ELOVL4,IL12A,HIRA,IL13,CCR1,IL12RB1,ODC1,PLA2G7,NSUN2,TNF,SIX3,HLA-B,CDH3,PLAG1
GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	-0.32510178445113164	-0.6295563635779544	0.5289848809945159	1.0	0.8832076659109784	20	FBP1,CBFA2T3,SLC4A1,RD3
HP_INTERMITTENT_JAUNDICE	-0.4685757862042077	-0.6295171532631425	0.5290105424537943	1.0	0.8832076659109784	5	ATP8B1,SLC4A1
HP_DIMPLE_CHIN	0.3148573175951748	0.6292320256723949	0.5291971652086052	1.0	0.8833578018989398	14	CTU2,EZH2
HP_PERIPHERAL_HYPOMYELINATION	0.38342782977561446	0.6290672451387191	0.5293050332352496	1.0	0.8833578018989398	9	KCNJ10,SOX10
GOBP_CHONDROCYTE_DIFFERENTIATION_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	0.30575559171389743	0.628987548121942	0.5293572082152069	1.0	0.8833578018989398	15	SERPINH1,COL27A1,SOX9
GOCC_DYSTROGLYCAN_COMPLEX	-0.4568601272232842	-0.6289452920349046	0.529384872927698	1.0	0.8833578018989398	6	SGCD,SGCG,SGCA
HP_PROMINENT_OCCIPUT	0.22902769400869571	0.6289203594151047	0.5294011964536303	1.0	0.8833578018989398	52	PSAT1,PLAGL1,PHGDH,HYMAI,CNOT1,MOGS,FLNA
GOBP_RESPIRATORY_CHAIN_COMPLEX_III_ASSEMBLY	0.42970887411209213	0.6283694199820031	0.5297619648973422	1.0	0.8838593636768448	6	BCS1L,SLC25A33
GOBP_PROTEIN_N_LINKED_GLYCOSYLATION	0.21698512503690864	0.6279777782020473	0.5300184973566324	1.0	0.8841869230664312	67	TUSC3,FUT5,UBE2J1,ST6GAL1,EXT2,NUS1,STT3A,FUT6,RPN1,DDOST,MOGS,FUT3,ALG3,SLC39A8,FUT9,DERL3
GOBP_ETHER_METABOLIC_PROCESS	-0.31275984869519297	-0.6276437938992663	0.5302373129744034	1.0	0.8843301150695466	24	DHRS7B,EPHX2,NCEH1,AGPS,LIPE,CHPT1,PLA2G10,PEX7,PLA2G6,EPHX1,FAR1,FASN
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_BINDING	0.35107555389588163	0.6275508346235297	0.5302982250203907	1.0	0.8843301150695466	11	NOG,PTPRF,IL10,B2M,ADAM15,RGMA
GOBP_CELLULAR_RESPONSE_TO_VITAMIN	0.2604683338773006	0.6274730896488077	0.5303491705457206	1.0	0.8843301150695466	28	DCPS,PIM1,SFRP1
HP_INFANTILE_ENCEPHALOPATHY	-0.431091857639874	-0.6274426388787919	0.5303691253163363	1.0	0.8843301150695466	8	ZNHIT3,TK2,D2HGDH,STXBP1
GOBP_SYNAPTIC_VESICLE_DOCKING	-0.4169953034568332	-0.6273507076604945	0.5304293713069632	1.0	0.8843301150695466	9	SNPH,UNC13B,CTBP2,STX1B
HP_PSEUDOARTHROSIS	0.41263022212739253	0.6272363679653594	0.5305043072649513	1.0	0.8843301150695466	7	MET,LMNA
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CILIUM	0.36667294041352105	0.6271679256040636	0.5305491655962711	1.0	0.8843301150695466	10	GDI2,DZIP1
HP_DECREASED_NUMBER_OF_PERIPHERAL_MYELINATED_NERVE_FIBERS	0.23943102065079327	0.6269801805825068	0.5306722268816475	1.0	0.8843301150695466	42	SACS,JPH1,KIF1B,DNMT1,MPZ,TFG,KIF1A,GAN,TRIM2,SH3TC2
GOBP_ANDROGEN_CATABOLIC_PROCESS	0.4439575919788666	0.6269462328081934	0.5306944801860536	1.0	0.8843301150695466	5	SRD5A1
GOMF_PROTEIN_TRANSPORTER_ACTIVITY	0.26797216058670803	0.6269279726438732	0.5307064502092316	1.0	0.8843301150695466	26	SEC61G,TOMM40,TOMM22,TIMM8B,RHBDF2,SEC61A1
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	-0.20752558213578806	-0.626804474598643	0.5307874100584937	1.0	0.8843646842347247	379	STYXL1,FABP4,GNAQ,PPP2CA,FBP1,PDGFB,PIP4K2B,PKIG,CIB1,AGT,SNX25,GPRC5A,PDZD3,MIDN,BDKRB2,HMGCR,PIP4K2C,NF1,CRY2,PIP5KL1,MLXIPL,NPPA,PRKCD,SRCIN1,APC,PPP2R5A,IMPACT,ZNF675,MAPK8IP1,INCA1,MVP,HEG1,CTDSPL,PPP4R4,PTPRQ,PRDX3,DUSP6,OCLN,HGF,CAMK2N1,TSG101,ARPP19,PDCD4,SMCR8,NR2F2,TRAF3IP1,PTK6,NCOR1,SPRY4,NPRL2,PRKAR1A,PPP1R15B,FKBP1B,BDKRB1,ZFYVE28,ADIPOQ,GGNBP2,DUSP16,CDKN1A,SLIT2,DUSP3,ADORA2A,SIRT1,PTPRB,SPRED2,TSC2,INSM1,PKIB,HHEX,PIK3IP1,SOCS4,PPP1R14D,CTDSP2,TGFB1,SORL1,CDKN1B,MSTN,SLC4A1,SLC27A1,HEXIM1,RB1,PTPN13,IKBKB,LRRK2,SPRY1,PTPRT,LRP1,PLGLB2,INPP5J,MYOCD,ABCA2,DUSP1,SFRP2,H19,DGKQ,PDPK1,BMP4,PRKAR2B,CTDSP1,PTPN1,NLRP12,UBE2B,MAPT,VPS25,HEXIM2,HSPB1,TTC36,GPD1L,CBFA2T3,CDK5RAP3,PYCARD,TAF7,RD3,ABL1,SMYD3,PSEN1,PPARG,TARBP2,DBNDD2,SMPD1,IBTK,PARD6A,ENPP1
HP_LEUKODYSTROPHY	0.20089628808393895	0.6262182719067937	0.5311717840475843	1.0	0.8846630075013294	89	SOX10,RNASEH2A,PNPT1,FAM126A,NDUFAF4,BOLA3,NDUFB9,NDUFA9,PDHA1,NDUFA11,IFIH1,HSPD1,NDUFV1,PLEKHG2,LMNB1,POLR1C
HP_NEURONAL_LOSS_IN_THE_CEREBRAL_CORTEX	0.36645861353842524	0.6261507466351048	0.5312160695361112	1.0	0.8846630075013294	10	TARDBP,KATNB1,C9orf72,VCP,CHCHD10
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	-0.4420171940955604	-0.6260832822873885	0.5312603169384578	1.0	0.8846630075013294	7	PAX2,BMP4,WNT4
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	0.21672160345245522	0.6260024686644421	0.5313133221032835	1.0	0.8846630075013294	67	MMP12,IL1R2,GSTP1,PADI2
GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	0.2118644597981848	0.6259870013177249	0.5313234673478662	1.0	0.8846630075013294	74	BIRC2,GPI,CRYAB,BIRC3,SRC,IFI16,ARRB2,PLAUR,SFN,VEGFA,POR,RPS6KA3,CSNK2A1,MMP9,CD27,CARD16,BIRC5,CDKN2D,BCL2L12,PTGS2,MT3,SERPINB9,DNAJB6,LAMP3,TNF
GOMF_TRANSITION_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	-0.28356265945450965	-0.6259802930161369	0.5313278674453072	1.0	0.8846630075013294	38	ATP7B,SLC30A8,SLC30A5,SLC39A6,SLC40A1
GOBP_POLYOL_CATABOLIC_PROCESS	0.2747413310238851	0.6255193307827422	0.5316302652379581	1.0	0.8848156192605645	24	TPI1,MTMR2,NUDT3,IMPA2
GOBP_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT	0.35063945990105494	0.6254073325373923	0.5317037508521689	1.0	0.8848156192605645	11	KIF14,PROX1,SERPINE2
HP_PRIMARY_CONGENITAL_GLAUCOMA	-0.45611533940352955	-0.6253846562031287	0.5317186301436052	1.0	0.8848156192605645	6	TEK,LTBP2,LMX1B
GOBP_REGULATION_OF_VITAMIN_D_RECEPTOR_SIGNALING_PATHWAY	-0.4166366181614026	-0.6253761794042978	0.531724192329603	1.0	0.8848156192605645	9	KANK2,SNW1,MN1,RXRA
GOBP_NEGATIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	0.366288275630063	0.6253428725521601	0.531746047434428	1.0	0.8848156192605645	10	NOTCH1
HP_IMPOTENCE	0.23622179108316504	0.6252896146716553	0.5317809948398586	1.0	0.8848156192605645	44	GNRH1,SMO,SMARCB1,NF2,SACS,TERT,ABCD1,CHD7,COQ2,BMP2,CDKN2C,LMNB1
GOBP_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	-0.2599304917988577	-0.625125837323389	0.5318884715494625	1.0	0.8848941981929039	67	ADRA2A,NEDD4L,STK39,OPRL1,CRBN,PLN,SLC9A3R1,KCNE4,NDFIP1,GSTM2,NEDD4,ATP1A2,CASQ2,FKBP1B
GOBP_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	-0.35983451848345205	-0.6248712696042871	0.532055550078764	1.0	0.8850582658103578	13	GATA3,BMP4,PDGFD
GOBP_REGULATION_OF_CENTRIOLE_REPLICATION	0.28903319854424847	0.6247919552672769	0.5321076112960754	1.0	0.8850582658103578	19	CENPJ,C10orf90,PLK4,STIL,NUP62
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	0.28390924204706447	0.6245218684524474	0.532284913201595	1.0	0.8851952542284158	21	NR2E1,NOTCH1
GOBP_GLYCOSPHINGOLIPID_BIOSYNTHETIC_PROCESS	0.25650295288495895	0.6244215315916453	0.5323507882227501	1.0	0.8851952542284158	30	FUT9,FUT6,ST8SIA1,UGT8
GOCC_RNA_POLYMERASE_III_TRANSCRIPTION_REGULATOR_COMPLEX	0.38237878261116787	0.6242514559395964	0.5324624588787628	1.0	0.8851952542284158	9	GTF3C6,GTF3C5
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	0.4119235036803441	0.6241704194572062	0.5325156711191834	1.0	0.8851952542284158	7	C3,CCR7,HLA-E
HP_HYPOTHALAMIC_GONADOTROPIN_RELEASING_HORMONE_DEFICIENCY	0.30488300494684584	0.6241161403130677	0.5325513147794236	1.0	0.8851952542284158	15	HESX1,IL17RD,SOX10,CHD7,PROK2
GOBP_PROTEIN_AUTO_ADP_RIBOSYLATION	-0.3738401130951742	-0.624081057878457	0.5325743531170912	1.0	0.8851952542284158	12	TNKS,PARP16,PARP11,PARP10,PARP3,TIPARP,TNKS2
HP_ABNORMAL_CONJUNCTIVA_MORPHOLOGY	0.17316743961333203	0.6240239369524785	0.5326118650246143	1.0	0.8851952542284158	129	LBR,DKC1,GJB6,TKT,PSMB4,CR2,TNFRSF13C,IL12A,PCNA,TCF3,CD19,FERMT1,SHMT2,MTTP,CCR1,GALNT3,ICOS,CD79B
GOCC_SPANNING_COMPONENT_OF_MEMBRANE	-0.3214106800660161	-0.6238925616279012	0.5326981456438293	1.0	0.885238477604766	21	SLC12A2,SLC24A2,NPC1L1,TRPM4,SLC24A1
GOBP_PURINE_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS	0.3822793350314251	0.623795762484149	0.5327617229144663	1.0	0.8852439670149075	9	ADA,PNP
GOMF_ZINC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	-0.3213842184089967	-0.6236717099470637	0.5328432057117882	1.0	0.8852792038788501	21	SLC30A1,SLC30A8,SLC30A5,SLC39A11,SLC39A6
HP_ABNORMALITY_OF_THE_ODONTOID_PROCESS	0.2544303967724943	0.623425954085441	0.5330046468623721	1.0	0.8854382393006679	31	GALNS,DLL3,FGD1,TRPV4,GNPTAB,DKK1,NFIX,COG4,FLNA,EXTL3
HP_EPIGASTRIC_PAIN	-0.455671781875508	-0.6232659144458106	0.533109792887767	1.0	0.8854382393006679	6	CD46
HP_URINARY_BLADDER_SPHINCTER_DYSFUNCTION	0.2581388609137165	0.6232506995492528	0.5331197896191058	1.0	0.8854382393006679	29	SPAST,SPG7,ABCD1,FMR1,VCP,MPZ,HSPD1,PIK3R5,KIF1A,FXN,MMP1,ATL1
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	0.2402507246169639	0.6229601718209556	0.5333106949155968	1.0	0.8856551533497705	41	TNFRSF11A,TNF,ADAM8,IL6,PTGS2,FUT7,HLA-E,PLA2G2D,GSTP1,IL20RB
